experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180718142450,1,11,3,1,100.0428,102.15,Baseline,0,00FFFF,SquareTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,1,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectPos1,,100.47,101,101.74,0.5464866,0.3894988,1,High/P_180718142450/S001/visual_pointer_movement_T011.csv,High/P_180718142450/S001/collision_pointer_movement_T011.csv,High/P_180718142450/S001/tablet_pixels_T011.csv
High,P_180718142450,1,12,4,1,114.3348,116.38,PosToNeg,0.9,FF00FF,SquareTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectPos0|DetectNeg1,,114.74,115.19,115.95,0.4017258,0.3719617,2,High/P_180718142450/S001/visual_pointer_movement_T012.csv,High/P_180718142450/S001/collision_pointer_movement_T012.csv,High/P_180718142450/S001/tablet_pixels_T012.csv
High,P_180718142450,1,13,4,2,118.324,120.44,PosToNeg,0.8357143,00FFFF,TriangleTarget,FF00FF|00FFFF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,SquareTarget,DetectPos0|DetectNeg1,,118.87,119.29,120.04,0.3129446,0.3849329,3,High/P_180718142450/S001/visual_pointer_movement_T013.csv,High/P_180718142450/S001/collision_pointer_movement_T013.csv,High/P_180718142450/S001/tablet_pixels_T013.csv
High,P_180718142450,1,14,4,3,122.5432,124.66,PosToNeg,0.7714285,FF00FF,TriangleTarget,FF00FF|00FFFF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FF00FF,CircleTarget,DetectPos0|DetectNeg1,,123,123.49,124.2,0.5512121,0.3585982,4,High/P_180718142450/S001/visual_pointer_movement_T014.csv,High/P_180718142450/S001/collision_pointer_movement_T014.csv,High/P_180718142450/S001/tablet_pixels_T014.csv
High,P_180718142450,1,15,4,4,126.5458,128.96,PosToNeg,0.7071428,FFFF00,CircleTarget,FFFF00|00FFFF|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectNeg1,,127.22,127.66,128.52,0.3401411,0.5399247,5,High/P_180718142450/S001/visual_pointer_movement_T015.csv,High/P_180718142450/S001/collision_pointer_movement_T015.csv,High/P_180718142450/S001/tablet_pixels_T015.csv
High,P_180718142450,1,16,4,5,130.7621,133.17,PosToNeg,0.6428571,00FFFF,TriangleTarget,FFFF00|00FFFF|FF00FF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,WrongTarget,FFFF00,SquareTarget,DetectPos0|DetectNeg1,,131.31,131.79,132.69,0.413601,0.5446609,,High/P_180718142450/S001/visual_pointer_movement_T016.csv,High/P_180718142450/S001/collision_pointer_movement_T016.csv,High/P_180718142450/S001/tablet_pixels_T016.csv
High,P_180718142450,1,17,4,6,135.0855,137.32,PosToNeg,0.5785714,00FFFF,CircleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectPos0|DetectNeg1,,135.71,136.21,136.94,0.3385816,0.4161961,6,High/P_180718142450/S001/visual_pointer_movement_T017.csv,High/P_180718142450/S001/collision_pointer_movement_T017.csv,High/P_180718142450/S001/tablet_pixels_T017.csv
High,P_180718142450,1,18,4,7,139.292,141.72,PosToNeg,0.5142857,FF00FF,SquareTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FF00FF,SquareTarget,DetectPos0|DetectNeg1,,139.85,140.36,141.25,0.3716182,0.5627172,7,High/P_180718142450/S001/visual_pointer_movement_T018.csv,High/P_180718142450/S001/collision_pointer_movement_T018.csv,High/P_180718142450/S001/tablet_pixels_T018.csv
High,P_180718142450,1,19,4,8,143.7062,145.95,PosToNeg,0.45,00FFFF,TriangleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,00FFFF,SquareTarget,DetectPos0|DetectNeg1,,144.35,144.84,145.52,0.4111906,0.3154683,8,High/P_180718142450/S001/visual_pointer_movement_T019.csv,High/P_180718142450/S001/collision_pointer_movement_T019.csv,High/P_180718142450/S001/tablet_pixels_T019.csv
High,P_180718142450,1,20,4,9,148.0394,150.48,PosToNeg,0.3857143,FFFF00,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,FFFF00,CircleTarget,DetectPos0|DetectNeg1,,148.44,149.02,150,0.5252656,0.5862111,9,High/P_180718142450/S001/visual_pointer_movement_T020.csv,High/P_180718142450/S001/collision_pointer_movement_T020.csv,High/P_180718142450/S001/tablet_pixels_T020.csv
High,P_180718142450,1,21,4,10,152.4329,154.8,PosToNeg,0.3214286,FFFF00,CircleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,WrongTarget,00FFFF,SquareTarget,DetectPos0|DetectPos1,,152.85,153.45,154.34,0.4622926,0.4083664,,High/P_180718142450/S001/visual_pointer_movement_T021.csv,High/P_180718142450/S001/collision_pointer_movement_T021.csv,High/P_180718142450/S001/tablet_pixels_T021.csv
High,P_180718142450,1,22,4,11,157.397,159.58,PosToNeg,0.2571428,FF00FF,CircleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectPos0|DetectPos1,,157.83,158.48,159.2,0.5829104,0.3753361,10,High/P_180718142450/S001/visual_pointer_movement_T022.csv,High/P_180718142450/S001/collision_pointer_movement_T022.csv,High/P_180718142450/S001/tablet_pixels_T022.csv
High,P_180718142450,1,23,4,12,161.8727,164.12,PosToNeg,0.1928571,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectPos1,,162.38,162.99,163.68,0.3711067,0.338031,11,High/P_180718142450/S001/visual_pointer_movement_T023.csv,High/P_180718142450/S001/collision_pointer_movement_T023.csv,High/P_180718142450/S001/tablet_pixels_T023.csv
High,P_180718142450,1,24,4,13,166.2521,168.77,PosToNeg,0.1285714,00FFFF,SquareTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectPos1,,166.77,167.39,168.32,0.5202804,0.5936472,12,High/P_180718142450/S001/visual_pointer_movement_T024.csv,High/P_180718142450/S001/collision_pointer_movement_T024.csv,High/P_180718142450/S001/tablet_pixels_T024.csv
High,P_180718142450,1,25,4,14,170.9107,173.2,PosToNeg,0.06428571,FF00FF,CircleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FF00FF,CircleTarget,DetectPos0|DetectPos1,,171.42,172.09,172.76,0.5895369,0.3328976,13,High/P_180718142450/S001/visual_pointer_movement_T025.csv,High/P_180718142450/S001/collision_pointer_movement_T025.csv,High/P_180718142450/S001/tablet_pixels_T025.csv
High,P_180718142450,1,26,4,15,175.0614,177.56,PosToNeg,0,FFFF00,CircleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectPos1,,175.67,176.18,177.1,0.3728107,0.5781011,14,High/P_180718142450/S001/visual_pointer_movement_T026.csv,High/P_180718142450/S001/collision_pointer_movement_T026.csv,High/P_180718142450/S001/tablet_pixels_T026.csv
High,P_180718142450,1,27,4,16,179.5171,180.34,PosToNeg,-0.06428571,00FFFF,CircleTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,HitObstacle,,,DetectPos0|DetectPos1,Obstacle1,179.97,,,0.3634014,,,High/P_180718142450/S001/visual_pointer_movement_T027.csv,High/P_180718142450/S001/collision_pointer_movement_T027.csv,High/P_180718142450/S001/tablet_pixels_T027.csv
High,P_180718142450,1,28,4,17,182.3031,184.58,PosToNeg,-0.1285714,FF00FF,CircleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FF00FF,SquareTarget,DetectPos0|DetectPos1,,182.71,183.35,184.17,0.4078744,0.4814756,15,High/P_180718142450/S001/visual_pointer_movement_T028.csv,High/P_180718142450/S001/collision_pointer_movement_T028.csv,High/P_180718142450/S001/tablet_pixels_T028.csv
High,P_180718142450,1,29,4,18,186.546,188.74,PosToNeg,-0.1928571,FFFF00,TriangleTarget,00FFFF|FFFF00|FF00FF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectPos0|DetectPos1,,187.05,187.64,188.36,0.4629942,0.3737786,16,High/P_180718142450/S001/visual_pointer_movement_T029.csv,High/P_180718142450/S001/collision_pointer_movement_T029.csv,High/P_180718142450/S001/tablet_pixels_T029.csv
High,P_180718142450,1,30,4,19,190.761,191.57,PosToNeg,-0.2571428,00FFFF,CircleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.8,1,HitObstacle,,,DetectNeg0|DetectNeg1,Obstacle1,191.22,,,0.3705842,,,High/P_180718142450/S001/visual_pointer_movement_T030.csv,High/P_180718142450/S001/collision_pointer_movement_T030.csv,High/P_180718142450/S001/tablet_pixels_T030.csv
High,P_180718142450,1,31,4,20,193.4449,195.65,PosToNeg,-0.3214286,FFFF00,CircleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectPos0|DetectPos1,,193.89,194.47,195.19,0.4265057,0.3600147,17,High/P_180718142450/S001/visual_pointer_movement_T031.csv,High/P_180718142450/S001/collision_pointer_movement_T031.csv,High/P_180718142450/S001/tablet_pixels_T031.csv
High,P_180718142450,1,32,4,21,197.7836,199.94,PosToNeg,-0.3857143,00FFFF,CircleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectPos0|DetectPos1,,198.13,198.82,199.52,0.5522737,0.3519095,18,High/P_180718142450/S001/visual_pointer_movement_T032.csv,High/P_180718142450/S001/collision_pointer_movement_T032.csv,High/P_180718142450/S001/tablet_pixels_T032.csv
High,P_180718142450,1,33,4,22,201.9493,204.33,PosToNeg,-0.45,00FFFF,TriangleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,00FFFF,SquareTarget,DetectNeg0|DetectPos1,,202.56,203.12,203.92,0.3016622,0.4999686,19,High/P_180718142450/S001/visual_pointer_movement_T033.csv,High/P_180718142450/S001/collision_pointer_movement_T033.csv,High/P_180718142450/S001/tablet_pixels_T033.csv
High,P_180718142450,1,34,4,23,206.2988,208.5,PosToNeg,-0.5142857,FFFF00,SquareTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FFFF00,CircleTarget,DetectNeg0|DetectPos1,,206.92,207.42,208.08,0.3957995,0.3213368,20,High/P_180718142450/S001/visual_pointer_movement_T034.csv,High/P_180718142450/S001/collision_pointer_movement_T034.csv,High/P_180718142450/S001/tablet_pixels_T034.csv
High,P_180718142450,1,35,4,24,210.7107,212.72,PosToNeg,-0.5785714,00FFFF,CircleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectNeg0|DetectPos1,,211.1,211.61,212.31,0.388094,0.3983265,21,High/P_180718142450/S001/visual_pointer_movement_T035.csv,High/P_180718142450/S001/collision_pointer_movement_T035.csv,High/P_180718142450/S001/tablet_pixels_T035.csv
High,P_180718142450,1,36,4,25,214.4773,216.52,PosToNeg,-0.6428571,FF00FF,SquareTarget,00FFFF|FFFF00|FF00FF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectNeg0|DetectPos1,,214.91,215.38,216.05,0.3543972,0.3208439,22,High/P_180718142450/S001/visual_pointer_movement_T036.csv,High/P_180718142450/S001/collision_pointer_movement_T036.csv,High/P_180718142450/S001/tablet_pixels_T036.csv
High,P_180718142450,1,37,4,26,218.4704,220.57,PosToNeg,-0.7071428,FF00FF,TriangleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectNeg0|DetectPos1,,218.85,219.33,220.13,0.3667772,0.4495464,23,High/P_180718142450/S001/visual_pointer_movement_T037.csv,High/P_180718142450/S001/collision_pointer_movement_T037.csv,High/P_180718142450/S001/tablet_pixels_T037.csv
High,P_180718142450,1,38,4,27,222.5025,224.47,PosToNeg,-0.7714285,00FFFF,CircleTarget,FFFF00|00FFFF|FF00FF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectNeg0|DetectPos1,,222.94,223.36,224.08,0.5170106,0.3515942,24,High/P_180718142450/S001/visual_pointer_movement_T038.csv,High/P_180718142450/S001/collision_pointer_movement_T038.csv,High/P_180718142450/S001/tablet_pixels_T038.csv
High,P_180718142450,1,39,4,28,226.827,228.91,PosToNeg,-0.8357143,00FFFF,CircleTarget,FFFF00|00FFFF|FF00FF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectNeg0|DetectPos1,,227.22,227.64,228.53,0.5448694,0.5332837,25,High/P_180718142450/S001/visual_pointer_movement_T039.csv,High/P_180718142450/S001/collision_pointer_movement_T039.csv,High/P_180718142450/S001/tablet_pixels_T039.csv
High,P_180718142450,1,40,4,29,230.9081,232.93,PosToNeg,-0.9,00FFFF,TriangleTarget,FFFF00|00FFFF|FF00FF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,SquareTarget,DetectNeg0|DetectPos1,,231.3,231.71,232.5,0.3771893,0.3169047,26,High/P_180718142450/S001/visual_pointer_movement_T040.csv,High/P_180718142450/S001/collision_pointer_movement_T040.csv,High/P_180718142450/S001/tablet_pixels_T040.csv
High,P_180718142450,1,41,5,1,235.0773,236.99,Random,-0.7714285,FF00FF,CircleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FF00FF,CircleTarget,DetectNeg0|DetectPos1,,235.46,235.88,236.57,0.369805,0.3342429,27,High/P_180718142450/S001/visual_pointer_movement_T041.csv,High/P_180718142450/S001/collision_pointer_movement_T041.csv,High/P_180718142450/S001/tablet_pixels_T041.csv
High,P_180718142450,1,42,5,2,238.8635,241.26,Random,0.45,00FFFF,CircleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,00FFFF,SquareTarget,DetectPos0|DetectNeg1,,239.26,239.91,240.82,0.4791486,0.5703725,28,High/P_180718142450/S001/visual_pointer_movement_T042.csv,High/P_180718142450/S001/collision_pointer_movement_T042.csv,High/P_180718142450/S001/tablet_pixels_T042.csv
High,P_180718142450,1,43,5,3,243.1873,245.28,Random,0.5785714,FFFF00,CircleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectPos0|DetectNeg1,,243.6,244.09,244.82,0.4732845,0.4218265,29,High/P_180718142450/S001/visual_pointer_movement_T043.csv,High/P_180718142450/S001/collision_pointer_movement_T043.csv,High/P_180718142450/S001/tablet_pixels_T043.csv
High,P_180718142450,1,44,5,4,247.1624,249.48,Random,0.06428571,FFFF00,SquareTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FFFF00,CircleTarget,DetectPos0|DetectPos1,,247.59,248.18,249.04,0.4704769,0.5439766,30,High/P_180718142450/S001/visual_pointer_movement_T044.csv,High/P_180718142450/S001/collision_pointer_movement_T044.csv,High/P_180718142450/S001/tablet_pixels_T044.csv
High,P_180718142450,1,45,5,5,251.5002,253.76,Random,0,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectNeg0|DetectNeg1,,251.95,252.45,253.29,0.5595289,0.4892201,31,High/P_180718142450/S001/visual_pointer_movement_T045.csv,High/P_180718142450/S001/collision_pointer_movement_T045.csv,High/P_180718142450/S001/tablet_pixels_T045.csv
High,P_180718142450,1,46,5,6,256.0091,258.13,Random,0.1928571,FF00FF,CircleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FF00FF,CircleTarget,DetectNeg0|DetectNeg1,,256.43,256.96,257.74,0.5815343,0.4802851,32,High/P_180718142450/S001/visual_pointer_movement_T046.csv,High/P_180718142450/S001/collision_pointer_movement_T046.csv,High/P_180718142450/S001/tablet_pixels_T046.csv
High,P_180718142450,1,47,5,7,260.0022,262.36,Random,-0.3857143,00FFFF,CircleTarget,00FFFF|FFFF00|FF00FF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,00FFFF,CircleTarget,DetectNeg0|DetectPos1,,260.49,261.09,261.91,0.4485497,0.491349,33,High/P_180718142450/S001/visual_pointer_movement_T047.csv,High/P_180718142450/S001/collision_pointer_movement_T047.csv,High/P_180718142450/S001/tablet_pixels_T047.csv
High,P_180718142450,1,48,5,8,264.1739,266.7,Random,0.2571428,FFFF00,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,FFFF00,CircleTarget,DetectPos0|DetectPos1,,264.72,265.31,266.24,0.3448834,0.5494764,34,High/P_180718142450/S001/visual_pointer_movement_T048.csv,High/P_180718142450/S001/collision_pointer_movement_T048.csv,High/P_180718142450/S001/tablet_pixels_T048.csv
High,P_180718142450,1,49,5,9,268.8798,271.05,Random,0.7071428,FFFF00,TriangleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectNeg1,,269.33,269.72,270.64,0.5995693,0.5711389,35,High/P_180718142450/S001/visual_pointer_movement_T049.csv,High/P_180718142450/S001/collision_pointer_movement_T049.csv,High/P_180718142450/S001/tablet_pixels_T049.csv
High,P_180718142450,1,50,5,10,273.037,275.39,Random,0.3857143,FF00FF,SquareTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FF00FF,SquareTarget,DetectPos0|DetectNeg1,,273.5,274.07,274.95,0.330953,0.4865746,36,High/P_180718142450/S001/visual_pointer_movement_T050.csv,High/P_180718142450/S001/collision_pointer_movement_T050.csv,High/P_180718142450/S001/tablet_pixels_T050.csv
High,P_180718142450,1,51,5,11,277.4329,279.82,Random,-0.3214286,FF00FF,CircleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FF00FF,CircleTarget,DetectNeg0|DetectPos1,,277.9,278.5,279.4,0.390475,0.5780352,37,High/P_180718142450/S001/visual_pointer_movement_T051.csv,High/P_180718142450/S001/collision_pointer_movement_T051.csv,High/P_180718142450/S001/tablet_pixels_T051.csv
High,P_180718142450,1,52,5,12,282.0367,284.18,Random,0.9,FF00FF,CircleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectPos0|DetectNeg1,,282.42,282.86,283.69,0.4311821,0.4637634,38,High/P_180718142450/S001/visual_pointer_movement_T052.csv,High/P_180718142450/S001/collision_pointer_movement_T052.csv,High/P_180718142450/S001/tablet_pixels_T052.csv
High,P_180718142450,1,53,5,13,285.9469,288.23,Random,-0.5142857,00FFFF,TriangleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,00FFFF,CircleTarget,DetectNeg0|DetectPos1,,286.49,286.99,287.77,0.3695042,0.4835755,39,High/P_180718142450/S001/visual_pointer_movement_T053.csv,High/P_180718142450/S001/collision_pointer_movement_T053.csv,High/P_180718142450/S001/tablet_pixels_T053.csv
High,P_180718142450,1,54,5,14,290.2405,292.56,Random,0.1285714,FF00FF,TriangleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FF00FF,CircleTarget,DetectNeg0|DetectNeg1,,290.73,291.2,292.07,0.4650462,0.5258417,40,High/P_180718142450/S001/visual_pointer_movement_T054.csv,High/P_180718142450/S001/collision_pointer_movement_T054.csv,High/P_180718142450/S001/tablet_pixels_T054.csv
High,P_180718142450,1,55,5,15,294.3975,296.4,Random,0.8357143,FF00FF,CircleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectPos0|DetectNeg1,,294.83,295.29,295.94,0.4544108,0.3182119,41,High/P_180718142450/S001/visual_pointer_movement_T055.csv,High/P_180718142450/S001/collision_pointer_movement_T055.csv,High/P_180718142450/S001/tablet_pixels_T055.csv
High,P_180718142450,1,56,5,16,298.3988,300.51,Random,0.7714285,FFFF00,CircleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectNeg1,,298.9,299.32,300.03,0.3176568,0.3911372,42,High/P_180718142450/S001/visual_pointer_movement_T056.csv,High/P_180718142450/S001/collision_pointer_movement_T056.csv,High/P_180718142450/S001/tablet_pixels_T056.csv
High,P_180718142450,1,57,5,17,302.5091,304.67,Random,-0.2571428,FF00FF,SquareTarget,FF00FF|FFFF00|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FF00FF,CircleTarget,DetectNeg0|DetectNeg1,,302.96,303.53,304.22,0.4152943,0.3320136,43,High/P_180718142450/S001/visual_pointer_movement_T057.csv,High/P_180718142450/S001/collision_pointer_movement_T057.csv,High/P_180718142450/S001/tablet_pixels_T057.csv
High,P_180718142450,1,58,5,18,306.7112,308.8,Random,-0.6428571,FF00FF,SquareTarget,FF00FF|00FFFF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FF00FF,CircleTarget,DetectNeg0|DetectPos1,,307.11,307.64,308.3,0.5810345,0.3375762,44,High/P_180718142450/S001/visual_pointer_movement_T058.csv,High/P_180718142450/S001/collision_pointer_movement_T058.csv,High/P_180718142450/S001/tablet_pixels_T058.csv
