experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180718135807,1,11,3,1,272.0117,274.32,Baseline,0,FFFF00,SquareTarget,FFFF00|00FFFF|FF00FF,CircleTarget|TriangleTarget|SquareTarget,1,1,Success,FFFF00,CircleTarget,DetectNeg0|DetectNeg1,,272.59,273.14,273.93,0.4361426,0.3352932,1,High/P_180718135807/S001/visual_pointer_movement_T011.csv,High/P_180718135807/S001/collision_pointer_movement_T011.csv,High/P_180718135807/S001/tablet_pixels_T011.csv
High,P_180718135807,1,12,4,1,287.979,289.4991,PosToNeg,0.9,FF00FF,TriangleTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,TimeoutStartMoved,,,DetectPos0|DetectNeg1,VisualPointer,288.69,,,0.3756801,,,High/P_180718135807/S001/visual_pointer_movement_T012.csv,High/P_180718135807/S001/collision_pointer_movement_T012.csv,High/P_180718135807/S001/tablet_pixels_T012.csv
High,P_180718135807,1,13,4,2,294.1858,295.23,PosToNeg,0.8357143,FFFF00,SquareTarget,FFFF00|00FFFF|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectNeg1,IntermediateCircle,294.74,295.15,,0.3227204,,,High/P_180718135807/S001/visual_pointer_movement_T013.csv,High/P_180718135807/S001/collision_pointer_movement_T013.csv,High/P_180718135807/S001/tablet_pixels_T013.csv
High,P_180718135807,1,14,4,3,300.684,302.87,PosToNeg,0.7714285,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,WrongTarget,FF00FF,CircleTarget,DetectPos0|DetectNeg1,,301.1,301.48,302.5,0.3495667,0.3829027,,High/P_180718135807/S001/visual_pointer_movement_T014.csv,High/P_180718135807/S001/collision_pointer_movement_T014.csv,High/P_180718135807/S001/tablet_pixels_T014.csv
High,P_180718135807,1,15,4,4,309.4431,311.99,PosToNeg,0.7071428,00FFFF,CircleTarget,FFFF00|00FFFF|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectPos0|DetectNeg1,,310.02,310.49,311.65,0.3228525,0.4992454,2,High/P_180718135807/S001/visual_pointer_movement_T015.csv,High/P_180718135807/S001/collision_pointer_movement_T015.csv,High/P_180718135807/S001/tablet_pixels_T015.csv
High,P_180718135807,1,16,4,5,314.6172,316.87,PosToNeg,0.6428571,00FFFF,TriangleTarget,FF00FF|00FFFF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectNeg1,,315.15,315.64,316.49,0.464935,0.3254122,3,High/P_180718135807/S001/visual_pointer_movement_T016.csv,High/P_180718135807/S001/collision_pointer_movement_T016.csv,High/P_180718135807/S001/tablet_pixels_T016.csv
High,P_180718135807,1,17,4,6,321.3532,323.83,PosToNeg,0.5785714,FF00FF,SquareTarget,FFFF00|FF00FF|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FF00FF,SquareTarget,DetectPos0|DetectNeg1,,321.88,322.44,323.47,0.4404116,0.4349657,4,High/P_180718135807/S001/visual_pointer_movement_T017.csv,High/P_180718135807/S001/collision_pointer_movement_T017.csv,High/P_180718135807/S001/tablet_pixels_T017.csv
High,P_180718135807,1,18,4,7,326.3038,328.7,PosToNeg,0.5142857,FFFF00,TriangleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectPos0|DetectNeg1,,326.81,327.38,328.21,0.3225607,0.3274597,5,High/P_180718135807/S001/visual_pointer_movement_T018.csv,High/P_180718135807/S001/collision_pointer_movement_T018.csv,High/P_180718135807/S001/tablet_pixels_T018.csv
High,P_180718135807,1,19,4,8,332.302,334.51,PosToNeg,0.45,FF00FF,TriangleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectPos0|DetectNeg1,,332.68,333.24,334.12,0.4024491,0.5288876,6,High/P_180718135807/S001/visual_pointer_movement_T019.csv,High/P_180718135807/S001/collision_pointer_movement_T019.csv,High/P_180718135807/S001/tablet_pixels_T019.csv
High,P_180718135807,1,20,4,9,337.5769,339.77,PosToNeg,0.3857143,FF00FF,CircleTarget,00FFFF|FFFF00|FF00FF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FF00FF,SquareTarget,DetectPos0|DetectNeg1,,338.04,338.59,339.34,0.5048044,0.3259151,7,High/P_180718135807/S001/visual_pointer_movement_T020.csv,High/P_180718135807/S001/collision_pointer_movement_T020.csv,High/P_180718135807/S001/tablet_pixels_T020.csv
High,P_180718135807,1,21,4,10,342.3357,344.68,PosToNeg,0.3214286,FF00FF,TriangleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FF00FF,SquareTarget,DetectPos0|DetectNeg1,,342.74,343.33,344.34,0.3299833,0.5906397,8,High/P_180718135807/S001/visual_pointer_movement_T021.csv,High/P_180718135807/S001/collision_pointer_movement_T021.csv,High/P_180718135807/S001/tablet_pixels_T021.csv
High,P_180718135807,1,22,4,11,347.0105,349.28,PosToNeg,0.2571428,FFFF00,TriangleTarget,00FFFF|FFFF00|FF00FF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectPos0|DetectNeg1,,347.51,348.16,348.92,0.3087339,0.3312866,9,High/P_180718135807/S001/visual_pointer_movement_T022.csv,High/P_180718135807/S001/collision_pointer_movement_T022.csv,High/P_180718135807/S001/tablet_pixels_T022.csv
High,P_180718135807,1,23,4,12,351.9722,353.21,PosToNeg,0.1928571,FF00FF,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectNeg1,IntermediateCircle,352.49,353.14,,0.4600604,,,High/P_180718135807/S001/visual_pointer_movement_T023.csv,High/P_180718135807/S001/collision_pointer_movement_T023.csv,High/P_180718135807/S001/tablet_pixels_T023.csv
High,P_180718135807,1,24,4,13,356.4098,358.64,PosToNeg,0.1285714,FFFF00,CircleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectPos1,,356.99,357.52,358.26,0.5897499,0.3046671,10,High/P_180718135807/S001/visual_pointer_movement_T024.csv,High/P_180718135807/S001/collision_pointer_movement_T024.csv,High/P_180718135807/S001/tablet_pixels_T024.csv
High,P_180718135807,1,25,4,14,361.3593,362.33,PosToNeg,0.06428571,FF00FF,SquareTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectPos1,IntermediateCircle,361.84,362.23,,0.4049006,,,High/P_180718135807/S001/visual_pointer_movement_T025.csv,High/P_180718135807/S001/collision_pointer_movement_T025.csv,High/P_180718135807/S001/tablet_pixels_T025.csv
High,P_180718135807,1,26,4,15,364.4732,365.4,PosToNeg,0,FF00FF,TriangleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectPos1,IntermediateCircle,364.83,365.29,,0.3897092,,,High/P_180718135807/S001/visual_pointer_movement_T026.csv,High/P_180718135807/S001/collision_pointer_movement_T026.csv,High/P_180718135807/S001/tablet_pixels_T026.csv
High,P_180718135807,1,27,4,16,369.4083,370.18,PosToNeg,-0.06428571,FFFF00,TriangleTarget,00FFFF|FFFF00|FF00FF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectPos1,IntermediateCircle,369.74,370.11,,0.3043201,,,High/P_180718135807/S001/visual_pointer_movement_T027.csv,High/P_180718135807/S001/collision_pointer_movement_T027.csv,High/P_180718135807/S001/tablet_pixels_T027.csv
High,P_180718135807,1,28,4,17,374.4451,376.93,PosToNeg,-0.1285714,FF00FF,SquareTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectNeg0|DetectNeg1,,374.83,375.46,376.49,0.3183948,0.4607022,11,High/P_180718135807/S001/visual_pointer_movement_T028.csv,High/P_180718135807/S001/collision_pointer_movement_T028.csv,High/P_180718135807/S001/tablet_pixels_T028.csv
High,P_180718135807,1,29,4,18,379.4801,380.41,PosToNeg,-0.1928571,00FFFF,CircleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectPos1,IntermediateCircle,379.94,380.35,,0.4698288,,,High/P_180718135807/S001/visual_pointer_movement_T029.csv,High/P_180718135807/S001/collision_pointer_movement_T029.csv,High/P_180718135807/S001/tablet_pixels_T029.csv
High,P_180718135807,1,30,4,19,382.6613,385.17,PosToNeg,-0.2571428,00FFFF,SquareTarget,00FFFF|FF00FF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,0.8,1,WrongTarget,FF00FF,TriangleTarget,DetectNeg0|DetectNeg1,,383.25,383.81,384.83,0.335687,0.4830424,,High/P_180718135807/S001/visual_pointer_movement_T030.csv,High/P_180718135807/S001/collision_pointer_movement_T030.csv,High/P_180718135807/S001/tablet_pixels_T030.csv
High,P_180718135807,1,31,4,20,387.7801,389.05,PosToNeg,-0.3214286,00FFFF,TriangleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectPos1,IntermediateCircle,388.27,389,,0.594214,,,High/P_180718135807/S001/visual_pointer_movement_T031.csv,High/P_180718135807/S001/collision_pointer_movement_T031.csv,High/P_180718135807/S001/tablet_pixels_T031.csv
High,P_180718135807,1,32,4,21,394.927,397.58,PosToNeg,-0.3857143,FF00FF,SquareTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FF00FF,SquareTarget,DetectPos0|DetectPos1,,395.45,395.99,397.19,0.444062,0.5786117,12,High/P_180718135807/S001/visual_pointer_movement_T032.csv,High/P_180718135807/S001/collision_pointer_movement_T032.csv,High/P_180718135807/S001/tablet_pixels_T032.csv
High,P_180718135807,1,33,4,22,400.455,402.99,PosToNeg,-0.45,00FFFF,SquareTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectNeg0|DetectPos1,,400.97,401.72,402.59,0.3502799,0.3112228,13,High/P_180718135807/S001/visual_pointer_movement_T033.csv,High/P_180718135807/S001/collision_pointer_movement_T033.csv,High/P_180718135807/S001/tablet_pixels_T033.csv
High,P_180718135807,1,34,4,23,405.3792,406.72,PosToNeg,-0.5142857,00FFFF,TriangleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,MiddleMovedEarly,,,DetectNeg0|DetectPos1,IntermediateCircle,405.88,406.57,,0.4817348,,,High/P_180718135807/S001/visual_pointer_movement_T034.csv,High/P_180718135807/S001/collision_pointer_movement_T034.csv,High/P_180718135807/S001/tablet_pixels_T034.csv
High,P_180718135807,1,35,4,24,409.3055,410.9,PosToNeg,-0.5785714,FF00FF,TriangleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,MiddleMovedEarly,,,DetectNeg0|DetectPos1,IntermediateCircle,409.79,410.59,,0.4051302,,,High/P_180718135807/S001/visual_pointer_movement_T035.csv,High/P_180718135807/S001/collision_pointer_movement_T035.csv,High/P_180718135807/S001/tablet_pixels_T035.csv
High,P_180718135807,1,36,4,25,414.0705,415.52,PosToNeg,-0.6428571,00FFFF,CircleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,MiddleMovedEarly,,,DetectNeg0|DetectPos1,IntermediateCircle,414.7,415.37,,0.5876397,,,High/P_180718135807/S001/visual_pointer_movement_T036.csv,High/P_180718135807/S001/collision_pointer_movement_T036.csv,High/P_180718135807/S001/tablet_pixels_T036.csv
High,P_180718135807,1,37,4,26,418.4303,419.46,PosToNeg,-0.7071428,FF00FF,SquareTarget,00FFFF|FFFF00|FF00FF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,MiddleMovedEarly,,,DetectNeg0|DetectPos1,IntermediateCircle,418.87,419.38,,0.380348,,,High/P_180718135807/S001/visual_pointer_movement_T037.csv,High/P_180718135807/S001/collision_pointer_movement_T037.csv,High/P_180718135807/S001/tablet_pixels_T037.csv
High,P_180718135807,1,38,4,27,422.1835,423.4628,PosToNeg,-0.7714285,FF00FF,CircleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,TimeoutStartMoved,,,DetectNeg0|DetectPos1,VisualPointer,422.66,,,0.5534213,,,High/P_180718135807/S001/visual_pointer_movement_T038.csv,High/P_180718135807/S001/collision_pointer_movement_T038.csv,High/P_180718135807/S001/tablet_pixels_T038.csv
High,P_180718135807,1,39,4,28,426.2899,428.3774,PosToNeg,-0.8357143,FF00FF,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.8,1,MouseLifted,,,DetectNeg0|DetectPos1,VisualPointer,426.75,427.51,,0.5133868,0.3821111,,High/P_180718135807/S001/visual_pointer_movement_T039.csv,High/P_180718135807/S001/collision_pointer_movement_T039.csv,High/P_180718135807/S001/tablet_pixels_T039.csv
High,P_180718135807,1,40,4,29,430.8872,433.14,PosToNeg,-0.9,00FFFF,SquareTarget,FF00FF|00FFFF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,SquareTarget,DetectNeg0|DetectPos1,,431.41,432,432.78,0.5150887,0.3205673,14,High/P_180718135807/S001/visual_pointer_movement_T040.csv,High/P_180718135807/S001/collision_pointer_movement_T040.csv,High/P_180718135807/S001/tablet_pixels_T040.csv
High,P_180718135807,1,41,5,1,435.6486,438.29,Random,-0.5785714,FF00FF,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,WrongTarget,00FFFF,SquareTarget,DetectNeg0|DetectPos1,,436.19,436.95,437.88,0.5292184,0.391343,,High/P_180718135807/S001/visual_pointer_movement_T041.csv,High/P_180718135807/S001/collision_pointer_movement_T041.csv,High/P_180718135807/S001/tablet_pixels_T041.csv
High,P_180718135807,1,42,5,2,441.7558,443.169,Random,-0.2571428,FFFF00,SquareTarget,FFFF00|00FFFF|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,TimeoutStartMoved,,,DetectNeg0|DetectNeg1,VisualPointer,442.36,,,0.3680745,,,High/P_180718135807/S001/visual_pointer_movement_T042.csv,High/P_180718135807/S001/collision_pointer_movement_T042.csv,High/P_180718135807/S001/tablet_pixels_T042.csv
High,P_180718135807,1,43,5,3,445.2713,447.71,Random,-0.7071428,FFFF00,CircleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectNeg0|DetectPos1,,445.95,446.51,447.29,0.3075258,0.3734146,15,High/P_180718135807/S001/visual_pointer_movement_T043.csv,High/P_180718135807/S001/collision_pointer_movement_T043.csv,High/P_180718135807/S001/tablet_pixels_T043.csv
High,P_180718135807,1,44,5,4,450.4037,452.55,Random,-0.8357143,00FFFF,SquareTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectNeg0|DetectPos1,,450.93,451.46,452.2,0.5543726,0.3544865,16,High/P_180718135807/S001/visual_pointer_movement_T044.csv,High/P_180718135807/S001/collision_pointer_movement_T044.csv,High/P_180718135807/S001/tablet_pixels_T044.csv
High,P_180718135807,1,45,5,5,454.9066,456.05,Random,0.8357143,FFFF00,TriangleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectNeg1,IntermediateCircle,455.42,455.93,,0.3737908,,,High/P_180718135807/S001/visual_pointer_movement_T045.csv,High/P_180718135807/S001/collision_pointer_movement_T045.csv,High/P_180718135807/S001/tablet_pixels_T045.csv
High,P_180718135807,1,46,5,6,458.4091,459.7668,Random,-0.1928571,FFFF00,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.8,1,TimeoutStartMoved,,,DetectNeg0|DetectNeg1,VisualPointer,458.96,,,0.4360522,,,High/P_180718135807/S001/visual_pointer_movement_T046.csv,High/P_180718135807/S001/collision_pointer_movement_T046.csv,High/P_180718135807/S001/tablet_pixels_T046.csv
High,P_180718135807,1,47,5,7,462.0197,463.3385,Random,-0.3857143,FF00FF,CircleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,TimeoutStartMoved,,,DetectNeg0|DetectPos1,VisualPointer,462.53,,,0.3887581,,,High/P_180718135807/S001/visual_pointer_movement_T047.csv,High/P_180718135807/S001/collision_pointer_movement_T047.csv,High/P_180718135807/S001/tablet_pixels_T047.csv
High,P_180718135807,1,48,5,8,466.1106,468.6,Random,0.45,00FFFF,CircleTarget,00FFFF|FF00FF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectNeg1,,466.75,467.44,468.26,0.4141234,0.4288135,17,High/P_180718135807/S001/visual_pointer_movement_T048.csv,High/P_180718135807/S001/collision_pointer_movement_T048.csv,High/P_180718135807/S001/tablet_pixels_T048.csv
High,P_180718135807,1,49,5,9,471.2883,472.31,Random,-0.9,FF00FF,TriangleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,MiddleMovedEarly,,,DetectNeg0|DetectPos1,IntermediateCircle,471.8,472.21,,0.3309824,,,High/P_180718135807/S001/visual_pointer_movement_T049.csv,High/P_180718135807/S001/collision_pointer_movement_T049.csv,High/P_180718135807/S001/tablet_pixels_T049.csv
High,P_180718135807,1,50,5,10,474.2761,475.79,Random,-0.6428571,FFFF00,TriangleTarget,00FFFF|FFFF00|FF00FF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,MiddleMovedEarly,,,DetectNeg0|DetectPos1,IntermediateCircle,474.87,475.67,,0.324821,,,High/P_180718135807/S001/visual_pointer_movement_T050.csv,High/P_180718135807/S001/collision_pointer_movement_T050.csv,High/P_180718135807/S001/tablet_pixels_T050.csv
High,P_180718135807,1,51,5,11,478.3705,479.7,Random,-0.1285714,FFFF00,SquareTarget,FF00FF|00FFFF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.8,1,MiddleMovedEarly,,,DetectNeg0|DetectNeg1,IntermediateCircle,478.95,479.6,,0.5148755,,,High/P_180718135807/S001/visual_pointer_movement_T051.csv,High/P_180718135807/S001/collision_pointer_movement_T051.csv,High/P_180718135807/S001/tablet_pixels_T051.csv
High,P_180718135807,1,52,5,12,482.3785,485.18,Random,0.1928571,00FFFF,TriangleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectNeg0|DetectNeg1,,483.01,483.78,484.74,0.3765495,0.4568176,18,High/P_180718135807/S001/visual_pointer_movement_T052.csv,High/P_180718135807/S001/collision_pointer_movement_T052.csv,High/P_180718135807/S001/tablet_pixels_T052.csv
High,P_180718135807,1,53,5,13,487.6659,489.82,Random,0.9,FFFF00,SquareTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectNeg1,,488.1,488.59,489.46,0.5781593,0.5064294,19,High/P_180718135807/S001/visual_pointer_movement_T053.csv,High/P_180718135807/S001/collision_pointer_movement_T053.csv,High/P_180718135807/S001/tablet_pixels_T053.csv
High,P_180718135807,1,54,5,14,492.0316,494.33,Random,0.7071428,FFFF00,CircleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectNeg1,,492.5,493.2,494.02,0.3011668,0.4066712,20,High/P_180718135807/S001/visual_pointer_movement_T054.csv,High/P_180718135807/S001/collision_pointer_movement_T054.csv,High/P_180718135807/S001/tablet_pixels_T054.csv
High,P_180718135807,1,55,5,15,496.8951,499.15,Random,0.6428571,00FFFF,TriangleTarget,FF00FF|00FFFF|FFFF00,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,00FFFF,SquareTarget,DetectPos0|DetectNeg1,,497.35,498,498.85,0.5177214,0.4652671,21,High/P_180718135807/S001/visual_pointer_movement_T055.csv,High/P_180718135807/S001/collision_pointer_movement_T055.csv,High/P_180718135807/S001/tablet_pixels_T055.csv
High,P_180718135807,1,56,5,16,501.2351,503.56,Random,0.5142857,FFFF00,TriangleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectNeg1,,501.75,502.49,503.25,0.3536363,0.3738242,22,High/P_180718135807/S001/visual_pointer_movement_T056.csv,High/P_180718135807/S001/collision_pointer_movement_T056.csv,High/P_180718135807/S001/tablet_pixels_T056.csv
High,P_180718135807,1,57,5,17,505.9568,508.2,Random,0.1285714,FFFF00,SquareTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FFFF00,CircleTarget,DetectPos0|DetectPos1,,506.48,507.07,507.95,0.4112962,0.5242383,23,High/P_180718135807/S001/visual_pointer_movement_T057.csv,High/P_180718135807/S001/collision_pointer_movement_T057.csv,High/P_180718135807/S001/tablet_pixels_T057.csv
High,P_180718135807,1,58,5,18,510.6646,511.93,Random,0.2571428,00FFFF,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectPos1,IntermediateCircle,511.28,511.85,,0.4825273,,,High/P_180718135807/S001/visual_pointer_movement_T058.csv,High/P_180718135807/S001/collision_pointer_movement_T058.csv,High/P_180718135807/S001/tablet_pixels_T058.csv
